processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
TOPO041-09	CIBNOR 15200	1263460	15200	707_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						25.1941	-111.551			78				Mexico	Baja California Sur	Los Cabos	Ley Federal de Agua No. 4	Desert									
TOPO045-09	CIBNOR 15210	1263464	15210	738_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						23.9249	-110.813			5				Mexico	Baja California Sur	Los Cabos	7 km S, 6 km W Ley Federal Agraria 1	Desert									
TOPO048-09	CIBNOR 15517	1263467	15517	749_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						23.5837	-110.355			7				Mexico	Baja California Sur	Los Cabos	16 km N, 12.5 km W Todos Santos	Desert									
TOPO052-09	CIBNOR 15521	1263471	15521	758_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						23.1822	-109.719			115				Mexico	Baja California Sur	Los Cabos	Santa Anita	Desert									
TOPO055-09	CIBNOR 5490	1263474	5490	168_LEMM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Luis Enrique Murillo M.							A	F	S						25.0386	-111.652			39				Mexico	Baja California Sur	Magdalena	Ciudad Constitucion	Valley									
TOPO094-09	CIBNOR 8423	1263513	8423	MDLPC_40	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Mayra De la Paz Cuevas							A	F	S						25.2569	-111.773			55				Mexico	Baja California Sur	carretera Transpeninsular	carretera Transpeninsular	Desert									
TOPO099-09	CNMA 37144	1263518	37144	FAC_771	Universidad Nacional Autonoma de Mexico, Instituto de Biologia		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Fernando A. Cervantes		Gray, 1837					F. A. Cervantes								M	S						24.4533	-110.343			10				Mexico	Baja California Sur	Isla Espiritu Santo	Isla Espiritu Santo	Island									
TOPO105-09	CIBNOR 15186	1263524	15186	CLM_733	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						25.8259	-111.214			16				Mexico	Baja California Sur	Parte Sur, Isla Carmen	Parte Sur, Isla Carmen	Island									
TOPO688-12	CIBNOR-17680	2559649	17680	5345-STAC	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Ticul Alvarez		Wagner, 1844					Sergio Ticul Alvarez Castaneda								F							24.024	-110.662			87				Mexico	Baja California Sur			11 km S, 28 km W La Paz									
GBAAW75855-24	PP527136	24044066	2LGM		Mined from GenBank, NCBI			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																												Unrecoverable													
GBAAW77206-24	PP527134	24045417	0G8T		Mined from GenBank, NCBI			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																												Unrecoverable													
GBMA15322-17	KP735352	8456496	MVZ:12728	KP735352	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15327-17	KP735370	8456501	MVZ:37144	KP735370	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15330-17	KP735348	8456504	MVZ:14510	KP735348	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15331-17	KP735355	8456505	MVZ:40021	KP735355	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15332-17	KP735343	8456506	MVZ:18633	KP735343	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15343-17	KP735363	8456517	MVZ:15200	KP735363	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15349-17	KP735379	8456523	MVZ:17682	KP735379	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15353-17	KP735376	8456527	MVZ:15217	KP735376	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA18382-19	HG763850	9785957			Mined from GenBank, NCBI		BOLD:ACQ4224	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648657	Lepus peguensis																																														
GBMA22382-19	KP993122	9790052			Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	708183	Lepus coreanus																																														
GBMA22475-19	KJ397611	9790145			Mined from GenBank, NCBI		BOLD:ADW9737	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	708184	Lepus granatensis																									40.365	-3.65163	Coordinates from country centroid						Spain													
GBMA22496-19	KY211021	9790166			Mined from GenBank, NCBI		BOLD:ADW6318	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22499-19	KY211024	9790169			Mined from GenBank, NCBI		BOLD:ADW6318	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22509-19	KY211034	9790179			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA4667-13	HM233205	3578530	HM233205	HM233205	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4668-13	HM233204	3578531	HM233204	HM233204	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4671-13	HM233201	3578534	HM233201	HM233201	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4679-13	HM233193	3578542	HM233193	HM233193	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4684-13	HM233188	3578547	HM233188	HM233188	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4692-13	HM233180	3578555	HM233180	HM233180	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4694-13	HM233178	3578557	HM233178	HM233178	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4707-13	HM233165	3578570	HM233165	HM233165	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4712-13	HM233160	3578575	HM233160	HM233160	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4744-13	HM233128	3578607	HM233128	HM233128	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4750-13	HM233121	3578613	HM233121	HM233121	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4752-13	HM233119	3578615	HM233119	HM233119	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4754-13	HM233117	3578617	HM233117	HM233117	Mined from GenBank, NCBI		BOLD:ACH3576	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666071	Lepus comus																																														
GBMA4767-13	HM233103	3578630	HM233103	HM233103	Mined from GenBank, NCBI		BOLD:ACH3277	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666070	Lepus oiostolus																																														
GBMA4769-13	HM233101	3578632	HM233101	HM233101	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMA4772-13	HM233098	3578635	HM233098	HM233098	Mined from GenBank, NCBI		BOLD:ACH3275	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	648658	Lepus hainanus																																														
GBMA9931-15	KR013248	6171173	LT3COM	KR013248	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																		taxon:62621		38.0733	104.691	Coordinates from country centroid						China													
GBMNA12982-19	KM362831	9630075		KM362831	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666074	Lepus sinensis																																														
GBMNB3263-20	MN326034	11550023	USNM:MAMM:602254		Mined from GenBank, NCBI		BOLD:AED7202	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																												Afghanistan													
GBMNB3270-20	MN326041	11550030	USNM:MAMM:602255		Mined from GenBank, NCBI		BOLD:AED7202	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																												Afghanistan													
GBMNB3279-20	MN326050	11550039	USNM:MAMM:601447		Mined from GenBank, NCBI		BOLD:AED4930	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	982978	Lepus habessinicus																																	Djibouti													
GBMND20019-21	MN175854	12797124		MN175854	Mined from GenBank, NCBI		BOLD:AEH4476	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	1069473	Lepus saharae																																	Morocco													
GBMND20023-21	MN175851	12797128		MN175851	Mined from GenBank, NCBI		BOLD:AEH8442	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	1069474	Lepus schlumbergeri																									28.6876	-8.81721	Coordinates from country centroid						Morocco													
GBMNF2391-22	OL374042	15264822	AKT14	OL374042	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2409-22	OL374009	15264840	TX20	OL374009	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2415-22	OL374015	15264846	TX26	OL374015	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2420-22	OL374029	15264851	WQ11	OL374029	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMNF2424-22	OL374026	15264855	WQ8	OL374026	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	914570	Lepus tibetanus																																														
GBMTG4214-16	NC_024259	6962587		NC_024259	Mined from GenBank, NCBI		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	708183	Lepus coreanus																																														
MXBRO122-11	CIBNOR-18629	2006488	18629	218_JMHG	Centro de Investigaciones Biologicas del Noroeste S. C.			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					J.M.Hernandez-Gutierrez								F	S						31.5424	-115.8			992				Mexico		Baja California Norte	Valle de la Trinidad	15 km N, 7 km W, Valle de la Trinidad									
MXBRO300-12	CIBNOR-17680.1	2664942	17680	5345_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez								F	S						24.024	-110.662			187				Mexico	Baja California Sur	La Paz	11 km S, 28 km W La Paz	11 km S, 28 km W La Paz									
MXTOP928-10	CIBNOR 2352b	1561670	2352	974_PCC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Patricia Cortes-Calva								M	S					WGS84	29.934	-114.898			590				Mexico		Baja California Norte	ENSENADA	26 km N, 14 km W Catavina									
NOMAM096-10	NOMAM-096	1598645	ANM 1787	ANM 1787	Agder Museum of Natural History		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus			Roar Solheim		Linnaeus, 1758		Vouchered:Registered Collection			Roar Solheim							I		S						58.1653	8.01458							Norway	Vest-Agder	Kristiansand											
NOMNW237-09	CIBNOR 15184	1162463	15184	726_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Consuelo Lorenzo M.							A	M	S				NOM-059 Lepus californicus magdalenae	NAD27	24.661	-112.152			5				Mexico	Baja California Sur			Isla Magdalena									
NOMNW251-09	CIBNOR 15185	1162477	15185	732_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection			Consuelo Lorenzo M.							A	M	S				NOM-059 Lepus californicus sheldoni	NAD27	25.999	-111.117			6				Mexico	Baja California Sur			Ex-salinera, Isla Carmen									
PMBC033-11	CIBNOR 8676	1929500	8676	5120_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Ticul Alvarez							A	M	S						24.6336	-110.741			5				Mexico	Baja California Sur	San Juan de la Costa	San Juan de la Costa	10 km W, 33 km N San Juan de la Costa									
SKMZM588-08	ZMMU 54_06_20	743980	S-180928	54_06_20	Zoological Museum of Moscow University		BOLD:AAJ1379	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	142633	Lepus tolai			Vladimir S. Lebedev		Pallas, 1778					Surov A., Tikhonov I.							A	F							47.22	105.661							Mongolia	Tov			Bayan-Unzhul									
TOPO020-09	CIBNOR 8673	1263439	8673	5116_STAC	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Sergio Ticul Alvarez Castaneda							A	M	S						24.6336	-110.741			5				Mexico	Baja California Sur	Giganta	10 km W, 33 km N San Juan de la Costa	Desert									
TOPO026-09	CIBNOR 15219	1263445	15219	721_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						23.9326	-109.947			45				Mexico	Baja California Sur	Los Cabos	4.24 km S, 400 mts W Los Planes	Desert									
TOPO036-09	CIBNOR 15195	1263455	15195	717_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837		Vouchered:Registered Collection	Muscle		Consuelo Lorenzo Monterrubio							Adult	M	S					WGS84	25.4331	-111.94	GARMIN eTrex 10		7				Mexico	Baja California Sur	COMONDU		Maria Auxiliadora									
TOPO044-09	CIBNOR 15209	1263463	15209	737_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						24.0545	-110.976			8				Mexico	Baja California Sur	Los Cabos	6.5 km S, 2 km W Conquista Agraria 2	Desert									
TOPO050-09	CIBNOR 15519	1263469	15519	747_CLM	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						23.5606	-110.33			4				Mexico	Baja California Sur	Los Cabos	13.5 km N, 10 km W Todos Santos	Desert									
TOPO101-09	CIBNOR 15512	1263520	15512	CLM_762	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	M	S						24.1611	-109.864			10				Mexico	Baja California Sur	Isla Cerralvo	Isla Cerralvo	Island									
TOPO109-09	CIBNOR 15220	1263528	15220	CLM_722	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Consuelo Lorenzo M							A	F	S						23.9326	-109.947			45				Mexico	Baja California Sur	Los Cabos	4.24 km S, 400 mts W Los Planes	Desert									
TOPO281-10	CIBNOR 24	1620064	24	JE_24	Centro de Investigaciones Biologicas del Noroeste S. C.		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus			Ticul Alvarez		Gray, 1837					Jose Espinoza Gomez							A	F	S						23.19	-109.762			1246				Mexico	Baja California Sur	Los Cabos	Santa Anita	Tropical deciduous forest									
TOPO308-10	ECO-SC-M 1002	1620091	1002	CLM_417	El Colegio de la Frontera Sur		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Jorge E. Bolanos		Wagner, 1844					Consuelo Lorenzo M							A	F	S						16.254	-94.664			26				Mexico	Oaxaca	San Francisco del Mar	4 Km NW de San Francisco del Mar Viejo	Bushes									
TOPO309-10	ECO-SC-M 1559	1620092	1559	CLM_468	El Colegio de la Frontera Sur		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	306917	Lepus flavigularis			Jorge E. Bolanos		Wagner, 1844					Consuelo Lorenzo M							A	M	S						16.2	-94.486			5				Mexico	Oaxaca	San Francisco del Mar	Llano Aguachil	Pasture									
ZSIVP211-21	ZSIVP211-21	12891871	MT-2500	ZSIVP211-21	Zoological Survey of India			18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus																											23.5863	81.173	Coordinates from country centroid						India													
GBCHO15703-23	AY150540	19926533						18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																												Unrecoverable													
GBMA15315-17	KF153031	8456489	JW87	KF153031	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																									40.5	87.83							China													
GBMA15316-17	KF153030	8456490	JW86	KF153030	Mined from GenBank, NCBI		BOLD:ACH3374	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																				43.68	80.63							China													
GBMA15342-17	KP735368	8456516	MVZ:8674	KP735368	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15344-17	KP735357	8456518	MVZ:15187	KP735357	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15347-17	KP735360	8456521	MVZ:15192	KP735360	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15352-17	KP735364	8456526	MVZ:5489	KP735364	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA15354-17	KP735377	8456528	MVZ:15518	KP735377	Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22395-19	KP735339	9790065			Mined from GenBank, NCBI		BOLD:AAA4521	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	228603	Lepus californicus					Gray, 1837																																									
GBMA22504-19	KY211029	9790174			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA22505-19	KY211030	9790175			Mined from GenBank, NCBI		BOLD:AAE3012	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	30347	Lepus europaeus					Pallas, 1778																																									
GBMA4670-13	HM233202	3578533	HM233202	HM233202	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666072	Lepus mandshuricus																																														
GBMA4681-13	HM233191	3578544	HM233191	HM233191	Mined from GenBank, NCBI		BOLD:ACH3541	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	112231	Lepus timidus					Linnaeus, 1758																																									
GBMA4689-13	HM233183	3578552	HM233183	HM233183	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4690-13	HM233182	3578553	HM233182	HM233182	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4693-13	HM233179	3578556	HM233179	HM233179	Mined from GenBank, NCBI		BOLD:ACH3276	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	666073	Lepus yarkandensis																																														
GBMA4703-13	HM233169	3578566	HM233169	HM233169	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4706-13	HM233166	3578569	HM233166	HM233166	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4708-13	HM233164	3578571	HM233164	HM233164	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4709-13	HM233163	3578572	HM233163	HM233163	Mined from GenBank, NCBI		BOLD:ACF0735	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4721-13	HM233151	3578584	HM233151	HM233151	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
GBMA4724-13	HM233148	3578587	HM233148	HM233148	Mined from GenBank, NCBI		BOLD:AAJ1380	18	Chordata	62	Mammalia	375	Lagomorpha	1552	Leporidae			3275	Lepus	456585	Lepus capensis					Linnaeus, 1758																																									
